Immobilienart,Region,Zeitabschnitt,"Index final(Basis: 2010_1 = 100)"
gebrauchte Eigenheime,Mittleres Niedersachsen,2006_3,"100,46"
gebrauchte Eigenheime,Mittleres Niedersachsen,2006_4,"100,25"
gebrauchte Eigenheime,Mittleres Niedersachsen,2007_1,"100,09"
gebrauchte Eigenheime,Mittleres Niedersachsen,2007_2,"99,75"
gebrauchte Eigenheime,Mittleres Niedersachsen,2007_3,"99,55"
gebrauchte Eigenheime,Mittleres Niedersachsen,2007_4,"98,78"
gebrauchte Eigenheime,Mittleres Niedersachsen,2008_1,"97,65"
gebrauchte Eigenheime,Mittleres Niedersachsen,2008_2,"96,95"
gebrauchte Eigenheime,Mittleres Niedersachsen,2008_3,"96,48"
gebrauchte Eigenheime,Mittleres Niedersachsen,2008_4,"97,48"
gebrauchte Eigenheime,Mittleres Niedersachsen,2009_1,"99,05"
gebrauchte Eigenheime,Mittleres Niedersachsen,2009_2,"98,2"
gebrauchte Eigenheime,Mittleres Niedersachsen,2009_3,"97,28"
gebrauchte Eigenheime,Mittleres Niedersachsen,2009_4,"98,26"
gebrauchte Eigenheime,Mittleres Niedersachsen,2010_1,100
gebrauchte Eigenheime,Mittleres Niedersachsen,2010_2,"100,47"
gebrauchte Eigenheime,Mittleres Niedersachsen,2010_3,"100,26"
gebrauchte Eigenheime,Mittleres Niedersachsen,2010_4,"100,78"
gebrauchte Eigenheime,Mittleres Niedersachsen,2011_1,"102,13"
gebrauchte Eigenheime,Mittleres Niedersachsen,2011_2,"102,65"
gebrauchte Eigenheime,Mittleres Niedersachsen,2011_3,"102,46"
gebrauchte Eigenheime,Mittleres Niedersachsen,2011_4,"103,23"
gebrauchte Eigenheime,Mittleres Niedersachsen,2012_1,"104,87"
gebrauchte Eigenheime,Mittleres Niedersachsen,2012_2,"107,02"
gebrauchte Eigenheime,Mittleres Niedersachsen,2012_3,"108,91"
gebrauchte Eigenheime,Mittleres Niedersachsen,2012_4,"109,98"
gebrauchte Eigenheime,Mittleres Niedersachsen,2013_1,"110,95"
gebrauchte Eigenheime,Mittleres Niedersachsen,2013_2,"112,13"
gebrauchte Eigenheime,Mittleres Niedersachsen,2013_3,"113,42"
gebrauchte Eigenheime,Mittleres Niedersachsen,2013_4,"114,19"
gebrauchte Eigenheime,Mittleres Niedersachsen,2014_1,"115,4"
gebrauchte Eigenheime,Mittleres Niedersachsen,2014_2,"118,32"
gebrauchte Eigenheime,Mittleres Niedersachsen,2014_3,"119,17"
gebrauchte Eigenheime,Mittleres Niedersachsen,2014_4,"118,42"
gebrauchte Eigenheime,Mittleres Niedersachsen,2015_1,119
gebrauchte Eigenheime,Mittleres Niedersachsen,2015_2,"121,45"
gebrauchte Eigenheime,Mittleres Niedersachsen,2015_3,"125,24"
gebrauchte Eigenheime,Mittleres Niedersachsen,2015_4,"129,05"
gebrauchte Eigenheime,Mittleres Niedersachsen,2016_1,"132,76"
gebrauchte Eigenheime,Mittleres Niedersachsen,2016_2,"136,79"
gebrauchte Eigenheime,Mittleres Niedersachsen,2016_3,"139,94"
gebrauchte Eigenheime,Mittleres Niedersachsen,2016_4,"141,23"
gebrauchte Eigenheime,Mittleres Niedersachsen,2017_1,"140,87"
gebrauchte Eigenheime,Mittleres Niedersachsen,2017_2,"141,83"
gebrauchte Eigenheime,Mittleres Niedersachsen,2017_3,"146,52"
gebrauchte Eigenheime,Mittleres Niedersachsen,2017_4,"149,39"
gebrauchte Eigenheime,Mittleres Niedersachsen,2018_1,"150,29"
gebrauchte Eigenheime,Mittleres Niedersachsen,2018_2,"152,64"
gebrauchte Eigenheime,Mittleres Niedersachsen,2018_3,
gebrauchte Eigenheime,Mittleres Niedersachsen,2018_4,
gebrauchte Eigenheime,Mittleres Niedersachsen,2019_1,
gebrauchte Eigenheime,Mittleres Niedersachsen,2019_2,
gebrauchte Eigenheime,Mittleres Niedersachsen,2019_3,
gebrauchte Eigenheime,Mittleres Niedersachsen,2019_4,
gebrauchte Eigenheime,Mittleres Niedersachsen,2020_1,
gebrauchte Eigenheime,Mittleres Niedersachsen,2020_2,
gebrauchte Eigenheime,Mittleres Niedersachsen,2020_3,
gebrauchte Eigenheime,Mittleres Niedersachsen,2020_4,
gebrauchte Eigenheime,Mittleres Niedersachsen,2021_1,
gebrauchte Eigenheime,Mittleres Niedersachsen,2021_2,
gebrauchte Eigenheime,Mittleres Niedersachsen,2021_3,
gebrauchte Eigenheime,Mittleres Niedersachsen,2021_4,
gebrauchte Eigenheime,Hamburger Umland,2000_1,
gebrauchte Eigenheime,Hamburger Umland,2000_2,"104,1"
gebrauchte Eigenheime,Hamburger Umland,2000_3,"101,89"
gebrauchte Eigenheime,Hamburger Umland,2000_4,"101,02"
gebrauchte Eigenheime,Hamburger Umland,2001_1,"101,47"
gebrauchte Eigenheime,Hamburger Umland,2001_2,"101,6"
gebrauchte Eigenheime,Hamburger Umland,2001_3,"101,13"
gebrauchte Eigenheime,Hamburger Umland,2001_4,"99,78"
gebrauchte Eigenheime,Hamburger Umland,2002_1,"99,07"
gebrauchte Eigenheime,Hamburger Umland,2002_2,"100,03"
gebrauchte Eigenheime,Hamburger Umland,2002_3,"98,43"
gebrauchte Eigenheime,Hamburger Umland,2002_4,"96,86"
gebrauchte Eigenheime,Hamburger Umland,2003_1,"96,95"
gebrauchte Eigenheime,Hamburger Umland,2003_2,"97,42"
gebrauchte Eigenheime,Hamburger Umland,2003_3,"97,67"
gebrauchte Eigenheime,Hamburger Umland,2003_4,"97,68"
gebrauchte Eigenheime,Hamburger Umland,2004_1,"97,76"
gebrauchte Eigenheime,Hamburger Umland,2004_2,"98,04"
gebrauchte Eigenheime,Hamburger Umland,2004_3,"96,91"
gebrauchte Eigenheime,Hamburger Umland,2004_4,"95,7"
gebrauchte Eigenheime,Hamburger Umland,2005_1,"95,96"
gebrauchte Eigenheime,Hamburger Umland,2005_2,"96,2"
gebrauchte Eigenheime,Hamburger Umland,2005_3,"96,15"
gebrauchte Eigenheime,Hamburger Umland,2005_4,"96,03"
gebrauchte Eigenheime,Hamburger Umland,2006_1,"95,52"
gebrauchte Eigenheime,Hamburger Umland,2006_2,"95,64"
gebrauchte Eigenheime,Hamburger Umland,2006_3,"96,03"
gebrauchte Eigenheime,Hamburger Umland,2006_4,"95,85"
gebrauchte Eigenheime,Hamburger Umland,2007_1,"95,32"
gebrauchte Eigenheime,Hamburger Umland,2007_2,"94,79"
gebrauchte Eigenheime,Hamburger Umland,2007_3,"94,49"
gebrauchte Eigenheime,Hamburger Umland,2007_4,"94,76"
gebrauchte Eigenheime,Hamburger Umland,2008_1,"94,99"
gebrauchte Eigenheime,Hamburger Umland,2008_2,"95,4"
gebrauchte Eigenheime,Hamburger Umland,2008_3,"95,19"
gebrauchte Eigenheime,Hamburger Umland,2008_4,"93,84"
gebrauchte Eigenheime,Hamburger Umland,2009_1,"94,19"
gebrauchte Eigenheime,Hamburger Umland,2009_2,"95,76"
gebrauchte Eigenheime,Hamburger Umland,2009_3,"97,64"
gebrauchte Eigenheime,Hamburger Umland,2009_4,"99,79"
gebrauchte Eigenheime,Hamburger Umland,2010_1,100
gebrauchte Eigenheime,Hamburger Umland,2010_2,"100,11"
gebrauchte Eigenheime,Hamburger Umland,2010_3,"100,87"
gebrauchte Eigenheime,Hamburger Umland,2010_4,"101,74"
gebrauchte Eigenheime,Hamburger Umland,2011_1,"103,72"
gebrauchte Eigenheime,Hamburger Umland,2011_2,"105,19"
gebrauchte Eigenheime,Hamburger Umland,2011_3,"104,96"
gebrauchte Eigenheime,Hamburger Umland,2011_4,"105,66"
gebrauchte Eigenheime,Hamburger Umland,2012_1,"107,54"
gebrauchte Eigenheime,Hamburger Umland,2012_2,"109,62"
gebrauchte Eigenheime,Hamburger Umland,2012_3,"111,59"
gebrauchte Eigenheime,Hamburger Umland,2012_4,"112,9"
gebrauchte Eigenheime,Hamburger Umland,2013_1,"114,14"
gebrauchte Eigenheime,Hamburger Umland,2013_2,"116,42"
gebrauchte Eigenheime,Hamburger Umland,2013_3,"117,07"
gebrauchte Eigenheime,Hamburger Umland,2013_4,"116,43"
gebrauchte Eigenheime,Hamburger Umland,2014_1,"118,76"
gebrauchte Eigenheime,Hamburger Umland,2014_2,"121,61"
gebrauchte Eigenheime,Hamburger Umland,2014_3,"120,62"
gebrauchte Eigenheime,Hamburger Umland,2014_4,"119,63"
gebrauchte Eigenheime,Hamburger Umland,2015_1,"120,39"
gebrauchte Eigenheime,Hamburger Umland,2015_2,"122,31"
gebrauchte Eigenheime,Hamburger Umland,2015_3,"123,5"
gebrauchte Eigenheime,Hamburger Umland,2015_4,"124,61"
gebrauchte Eigenheime,Hamburger Umland,2016_1,"128,15"
gebrauchte Eigenheime,Hamburger Umland,2016_2,"132,34"
gebrauchte Eigenheime,Hamburger Umland,2016_3,134
gebrauchte Eigenheime,Hamburger Umland,2016_4,"135,86"
gebrauchte Eigenheime,Hamburger Umland,2017_1,"137,05"
gebrauchte Eigenheime,Hamburger Umland,2017_2,"137,15"
gebrauchte Eigenheime,Hamburger Umland,2017_3,"138,87"
gebrauchte Eigenheime,Hamburger Umland,2017_4,"139,38"
gebrauchte Eigenheime,Hamburger Umland,2018_1,"139,69"
gebrauchte Eigenheime,Hamburger Umland,2018_2,"141,56"
gebrauchte Eigenheime,Hamburger Umland,2018_3,
gebrauchte Eigenheime,Hamburger Umland,2018_4,
gebrauchte Eigenheime,Hamburger Umland,2019_1,
gebrauchte Eigenheime,Hamburger Umland,2019_2,
gebrauchte Eigenheime,Hamburger Umland,2019_3,
gebrauchte Eigenheime,Hamburger Umland,2019_4,
gebrauchte Eigenheime,Hamburger Umland,2020_1,
gebrauchte Eigenheime,Hamburger Umland,2020_2,
gebrauchte Eigenheime,Hamburger Umland,2020_3,
gebrauchte Eigenheime,Hamburger Umland,2020_4,
gebrauchte Eigenheime,Hamburger Umland,2021_1,
gebrauchte Eigenheime,Hamburger Umland,2021_2,
gebrauchte Eigenheime,Hamburger Umland,2021_3,
gebrauchte Eigenheime,Hamburger Umland,2021_4,
gebrauchte Eigenheime,Östliches Niedersachsen,2000_1,
gebrauchte Eigenheime,Östliches Niedersachsen,2000_2,"122,78"
gebrauchte Eigenheime,Östliches Niedersachsen,2000_3,"124,16"
gebrauchte Eigenheime,Östliches Niedersachsen,2000_4,"123,56"
gebrauchte Eigenheime,Östliches Niedersachsen,2001_1,"121,58"
gebrauchte Eigenheime,Östliches Niedersachsen,2001_2,"116,64"
gebrauchte Eigenheime,Östliches Niedersachsen,2001_3,"115,74"
gebrauchte Eigenheime,Östliches Niedersachsen,2001_4,"117,94"
gebrauchte Eigenheime,Östliches Niedersachsen,2002_1,"117,64"
gebrauchte Eigenheime,Östliches Niedersachsen,2002_2,"117,13"
gebrauchte Eigenheime,Östliches Niedersachsen,2002_3,"115,25"
gebrauchte Eigenheime,Östliches Niedersachsen,2002_4,"112,65"
gebrauchte Eigenheime,Östliches Niedersachsen,2003_1,"113,27"
gebrauchte Eigenheime,Östliches Niedersachsen,2003_2,"115,04"
gebrauchte Eigenheime,Östliches Niedersachsen,2003_3,"113,42"
gebrauchte Eigenheime,Östliches Niedersachsen,2003_4,"112,72"
gebrauchte Eigenheime,Östliches Niedersachsen,2004_1,"109,34"
gebrauchte Eigenheime,Östliches Niedersachsen,2004_2,"103,17"
gebrauchte Eigenheime,Östliches Niedersachsen,2004_3,"102,93"
gebrauchte Eigenheime,Östliches Niedersachsen,2004_4,"102,72"
gebrauchte Eigenheime,Östliches Niedersachsen,2005_1,"102,62"
gebrauchte Eigenheime,Östliches Niedersachsen,2005_2,"106,31"
gebrauchte Eigenheime,Östliches Niedersachsen,2005_3,"108,37"
gebrauchte Eigenheime,Östliches Niedersachsen,2005_4,"108,86"
gebrauchte Eigenheime,Östliches Niedersachsen,2006_1,"107,33"
gebrauchte Eigenheime,Östliches Niedersachsen,2006_2,"99,44"
gebrauchte Eigenheime,Östliches Niedersachsen,2006_3,"97,88"
gebrauchte Eigenheime,Östliches Niedersachsen,2006_4,"101,34"
gebrauchte Eigenheime,Östliches Niedersachsen,2007_1,"102,58"
gebrauchte Eigenheime,Östliches Niedersachsen,2007_2,"100,41"
gebrauchte Eigenheime,Östliches Niedersachsen,2007_3,"98,16"
gebrauchte Eigenheime,Östliches Niedersachsen,2007_4,"97,4"
gebrauchte Eigenheime,Östliches Niedersachsen,2008_1,"97,45"
gebrauchte Eigenheime,Östliches Niedersachsen,2008_2,"96,07"
gebrauchte Eigenheime,Östliches Niedersachsen,2008_3,"95,37"
gebrauchte Eigenheime,Östliches Niedersachsen,2008_4,"96,17"
gebrauchte Eigenheime,Östliches Niedersachsen,2009_1,"95,17"
gebrauchte Eigenheime,Östliches Niedersachsen,2009_2,"96,45"
gebrauchte Eigenheime,Östliches Niedersachsen,2009_3,"97,96"
gebrauchte Eigenheime,Östliches Niedersachsen,2009_4,"96,49"
gebrauchte Eigenheime,Östliches Niedersachsen,2010_1,100
gebrauchte Eigenheime,Östliches Niedersachsen,2010_2,"105,99"
gebrauchte Eigenheime,Östliches Niedersachsen,2010_3,"104,69"
gebrauchte Eigenheime,Östliches Niedersachsen,2010_4,"103,5"
gebrauchte Eigenheime,Östliches Niedersachsen,2011_1,"104,14"
gebrauchte Eigenheime,Östliches Niedersachsen,2011_2,"103,67"
gebrauchte Eigenheime,Östliches Niedersachsen,2011_3,"102,61"
gebrauchte Eigenheime,Östliches Niedersachsen,2011_4,"100,22"
gebrauchte Eigenheime,Östliches Niedersachsen,2012_1,"100,92"
gebrauchte Eigenheime,Östliches Niedersachsen,2012_2,"104,08"
gebrauchte Eigenheime,Östliches Niedersachsen,2012_3,"104,48"
gebrauchte Eigenheime,Östliches Niedersachsen,2012_4,"104,15"
gebrauchte Eigenheime,Östliches Niedersachsen,2013_1,"105,86"
gebrauchte Eigenheime,Östliches Niedersachsen,2013_2,"110,91"
gebrauchte Eigenheime,Östliches Niedersachsen,2013_3,"113,52"
gebrauchte Eigenheime,Östliches Niedersachsen,2013_4,"111,11"
gebrauchte Eigenheime,Östliches Niedersachsen,2014_1,"109,6"
gebrauchte Eigenheime,Östliches Niedersachsen,2014_2,"111,36"
gebrauchte Eigenheime,Östliches Niedersachsen,2014_3,"110,19"
gebrauchte Eigenheime,Östliches Niedersachsen,2014_4,"110,73"
gebrauchte Eigenheime,Östliches Niedersachsen,2015_1,"117,94"
gebrauchte Eigenheime,Östliches Niedersachsen,2015_2,"123,03"
gebrauchte Eigenheime,Östliches Niedersachsen,2015_3,"121,73"
gebrauchte Eigenheime,Östliches Niedersachsen,2015_4,"118,67"
gebrauchte Eigenheime,Östliches Niedersachsen,2016_1,"119,4"
gebrauchte Eigenheime,Östliches Niedersachsen,2016_2,"122,97"
gebrauchte Eigenheime,Östliches Niedersachsen,2016_3,"126,4"
gebrauchte Eigenheime,Östliches Niedersachsen,2016_4,"126,31"
gebrauchte Eigenheime,Östliches Niedersachsen,2017_1,"127,05"
gebrauchte Eigenheime,Östliches Niedersachsen,2017_2,"129,53"
gebrauchte Eigenheime,Östliches Niedersachsen,2017_3,"131,46"
gebrauchte Eigenheime,Östliches Niedersachsen,2017_4,"133,21"
gebrauchte Eigenheime,Östliches Niedersachsen,2018_1,"132,93"
gebrauchte Eigenheime,Östliches Niedersachsen,2018_2,"133,93"
gebrauchte Eigenheime,Östliches Niedersachsen,2018_3,
gebrauchte Eigenheime,Östliches Niedersachsen,2018_4,
gebrauchte Eigenheime,Östliches Niedersachsen,2019_1,
gebrauchte Eigenheime,Östliches Niedersachsen,2019_2,
gebrauchte Eigenheime,Östliches Niedersachsen,2019_3,
gebrauchte Eigenheime,Östliches Niedersachsen,2019_4,
gebrauchte Eigenheime,Östliches Niedersachsen,2020_1,
gebrauchte Eigenheime,Östliches Niedersachsen,2020_2,
gebrauchte Eigenheime,Östliches Niedersachsen,2020_3,
gebrauchte Eigenheime,Östliches Niedersachsen,2020_4,
gebrauchte Eigenheime,Östliches Niedersachsen,2021_1,
gebrauchte Eigenheime,Östliches Niedersachsen,2021_2,
gebrauchte Eigenheime,Östliches Niedersachsen,2021_3,
gebrauchte Eigenheime,Östliches Niedersachsen,2021_4,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2000_1,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2000_2,"118,62"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2000_3,"117,37"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2000_4,"115,58"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2001_1,"114,6"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2001_2,"113,8"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2001_3,"111,84"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2001_4,"109,42"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2002_1,"107,93"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2002_2,"107,35"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2002_3,107
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2002_4,"106,5"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2003_1,"106,36"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2003_2,"106,58"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2003_3,"106,57"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2003_4,"106,31"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2004_1,"105,89"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2004_2,"105,37"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2004_3,"103,7"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2004_4,"102,03"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2005_1,"102,36"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2005_2,"103,44"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2005_3,"103,32"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2005_4,"102,93"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2006_1,"102,64"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2006_2,"101,2"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2006_3,"99,93"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2006_4,"99,59"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2007_1,"99,48"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2007_2,"99,91"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2007_3,"99,94"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2007_4,"99,05"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2008_1,"99,12"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2008_2,"99,43"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2008_3,"99,12"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2008_4,"98,52"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2009_1,"97,78"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2009_2,"97,96"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2009_3,"98,72"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2009_4,"99,08"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2010_1,100
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2010_2,"101,46"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2010_3,"102,27"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2010_4,"102,65"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2011_1,"103,81"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2011_2,"105,27"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2011_3,"105,4"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2011_4,"106,17"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2012_1,"108,43"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2012_2,"110,44"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2012_3,"112,64"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2012_4,"114,95"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2013_1,116
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2013_2,"117,36"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2013_3,"119,83"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2013_4,"122,01"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2014_1,"122,94"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2014_2,"123,94"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2014_3,"125,93"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2014_4,"127,41"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2015_1,"129,69"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2015_2,"132,7"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2015_3,"135,22"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2015_4,"137,88"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2016_1,"140,1"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2016_2,"143,41"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2016_3,"147,44"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2016_4,"149,21"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2017_1,"148,94"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2017_2,"150,28"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2017_3,"155,01"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2017_4,"154,72"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2018_1,"153,64"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2018_2,"156,46"
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2018_3,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2018_4,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2019_1,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2019_2,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2019_3,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2019_4,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2020_1,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2020_2,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2020_3,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2020_4,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2021_1,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2021_2,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2021_3,
gebrauchte Eigenheime,Hannover - Braunschweig - Wolfsburg,2021_4,
gebrauchte Eigenheime,Südliches Niedersachsen,2000_1,
gebrauchte Eigenheime,Südliches Niedersachsen,2000_2,"134,82"
gebrauchte Eigenheime,Südliches Niedersachsen,2000_3,"133,56"
gebrauchte Eigenheime,Südliches Niedersachsen,2000_4,"132,75"
gebrauchte Eigenheime,Südliches Niedersachsen,2001_1,"130,06"
gebrauchte Eigenheime,Südliches Niedersachsen,2001_2,"127,24"
gebrauchte Eigenheime,Südliches Niedersachsen,2001_3,"126,99"
gebrauchte Eigenheime,Südliches Niedersachsen,2001_4,"126,77"
gebrauchte Eigenheime,Südliches Niedersachsen,2002_1,"124,95"
gebrauchte Eigenheime,Südliches Niedersachsen,2002_2,"123,85"
gebrauchte Eigenheime,Südliches Niedersachsen,2002_3,"122,52"
gebrauchte Eigenheime,Südliches Niedersachsen,2002_4,121
gebrauchte Eigenheime,Südliches Niedersachsen,2003_1,"119,39"
gebrauchte Eigenheime,Südliches Niedersachsen,2003_2,"118,64"
gebrauchte Eigenheime,Südliches Niedersachsen,2003_3,"118,48"
gebrauchte Eigenheime,Südliches Niedersachsen,2003_4,"117,09"
gebrauchte Eigenheime,Südliches Niedersachsen,2004_1,"115,78"
gebrauchte Eigenheime,Südliches Niedersachsen,2004_2,"115,36"
gebrauchte Eigenheime,Südliches Niedersachsen,2004_3,"113,6"
gebrauchte Eigenheime,Südliches Niedersachsen,2004_4,"111,83"
gebrauchte Eigenheime,Südliches Niedersachsen,2005_1,"112,05"
gebrauchte Eigenheime,Südliches Niedersachsen,2005_2,"112,55"
